porometer_wetdry
Nsample5
50
2
fluid,15.9
300
2.3028
wflow,0.0,471.4427,1066.7887,2348.4245,4061.4633,5995.4528,7931.7616,5621.4236,9600.9765,11480.8880,12985.4276,14251.9264,15515.3734,16653.6964,17611.9630,18670.9391,19659.7238,20691.2336,21707.4845,22705.4245,23700.3128,24695.2010,25732.8145
wpressure,2.2828,2.3146,3.2562,3.9880,4.7115,5.3862,5.9720,6.4252,6.9103,7.3887,7.9896,8.5384,9.1528,9.7587,10.2639,10.8632,11.3499,12.0012,12.5517,13.1224,13.6847,14.2487,14.8076
dflow,57.129777981231406,701.7929350728618,2502.2354467078662,3957.45784695201,5465.415426871137,6851.911192492561,8000.0,6393.530174715801,9460.593575951782,10882.734416723888,12069.886320286869,13232.623788815137,14364.843213550012,15591.668574044405,16595.71221484703,17715.724422064544,18646.52475776303,19620.05035477226,20691.233691920348,21713.58815899901,22745.098039215685,23782.711528191045,24832.532234683757,25821.316853589684
dpressure,0.0,1.1111619745174335,1.769130998702983,2.68055237659266,3.2764171816586556,3.9981689173723964,4.805523765926604,5.592736705577172,6.242313267719539,6.8549629968719,7.464255741206989,8.078583962767986,8.76005188067445,9.345845731288625,9.879606317235066,10.488899061570153,11.014267185473411,11.595025558861677,12.158999008163576,12.741435873960478,13.286945906767377,13.857633325703823,14.411535820553903,14.945296406500344
30min
starttime,2:30
completetime,5:30
customerid,cust1
operator,lab
dia,4.0408,3.9853,2.8328,2.3130,1.9578,1.7125,1.5446,1.4356,1.3348,1.2484,1.1545,1.0803,1.0078,0.9452,0.8987,0.8491,0.8127,0.7686,0.7349,0.7029,0.6740,0.6473,0.6229
dflow,3268.5374,3319.4645,4843.8590,6047.2771,7252.9557,8391.9028,9391.9556,10172.8189,11015.5756,11853.6991,12916.3939,13896.6953,15004.8151,16109.0771,17038.3697,18150.6506,19062.2487,20293.2110,21343.9124,22442.8160,23535.2785,24640.6925,25745.8120
ffp,0.0,14.2023,7.8212,16.8109,17.1629,15.4460,13.0094,29.1935,31.8989,9.6967,3.6796,2.0218,0.8464,0.0218,0.0144,0.4999,0.2678,1.1730,0.2580,0.5332,0.4689,0.4800,0.2717
cff,0.0,14.2023,22.0235,38.8344,55.9973,71.4433,84.4527,55.2592,87.1581,96.8548,100.5344,102.5562,103.4026,103.3808,103.3664,102.8665,103.1343,101.9613,101.7033,101.1701,100.7012,100.2212,99.9495
psd,0,7.8212,16.8109,17.1629,15.4460,13.0094,-29.1935,31.8989,9.6967,3.6796,2.0218,0.8464,-0.0218,-0.0144,-0.4999,0.2678,-1.1730,-0.2580,-0.5332,-0.4689,-0.4800,-0.2717,0
avgdia,0,4.0130,3.4090,2.5729,2.1354,1.8351,1.6285,1.4901,1.3852,1.2915,1.2014,1.1174,1.0440,0.9765,0.9219,0.8739,0.8309,0.7906,0.7517,0.7189,0.6884,0.6606,0.6351
hdf,1634.2687,1659.7322,2421.9295,3023.6385,3626.4778,4195.9514,4695.9778,5086.4094,5507.7878,5926.8495,6458.1969,6948.3476,7502.4075,8054.5385,8519.1848,9075.3253,9531.1243,10146.6055,10671.9562,11221.408,11767.6392,12320.3462,12872.906
meanp,4.428
meand,2.0831
bpd,5.0638
